Parish;Municipality;District;Region;Country
Sampriz;Ponte da Barca;Viana do Castelo;Continente;Portugal
Vade (São Pedro);Ponte da Barca;Viana do Castelo;Continente;Portugal
Vade (São Tomé);Ponte da Barca;Viana do Castelo;Continente;Portugal
União das freguesias de Crasto, Ruivos e Grovelas;Ponte da Barca;Viana do Castelo;Continente;Portugal
União das freguesias de Entre Ambos-os-Rios, Ermida e Germil;Ponte da Barca;Viana do Castelo;Continente;Portugal
União das freguesias de Ponte da Barca, Vila Nova de Muía e Paço Vedro de Magalhães;Ponte da Barca;Viana do Castelo;Continente;Portugal
União das freguesias de Touvedo (São Lourenço e Salvador);Ponte da Barca;Viana do Castelo;Continente;Portugal
União das freguesias de Vila Chã (São João Baptista e Santiago);Ponte da Barca;Viana do Castelo;Continente;Portugal
Anais;Ponte de Lima;Viana do Castelo;Continente;Portugal
São Pedro d'Arcos;Ponte de Lima;Viana do Castelo;Continente;Portugal
Arcozelo;Ponte de Lima;Viana do Castelo;Continente;Portugal
Beiral do Lima;Ponte de Lima;Viana do Castelo;Continente;Portugal
Bertiandos;Ponte de Lima;Viana do Castelo;Continente;Portugal
Boalhosa;Ponte de Lima;Viana do Castelo;Continente;Portugal
Brandara;Ponte de Lima;Viana do Castelo;Continente;Portugal
Calheiros;Ponte de Lima;Viana do Castelo;Continente;Portugal
Calvelo;Ponte de Lima;Viana do Castelo;Continente;Portugal
Correlhã;Ponte de Lima;Viana do Castelo;Continente;Portugal
Estorãos;Ponte de Lima;Viana do Castelo;Continente;Portugal
Facha;Ponte de Lima;Viana do Castelo;Continente;Portugal
Feitosa;Ponte de Lima;Viana do Castelo;Continente;Portugal
Fontão;Ponte de Lima;Viana do Castelo;Continente;Portugal
Friastelas;Ponte de Lima;Viana do Castelo;Continente;Portugal
Gandra;Ponte de Lima;Viana do Castelo;Continente;Portugal
Gemieira;Ponte de Lima;Viana do Castelo;Continente;Portugal
Gondufe;Ponte de Lima;Viana do Castelo;Continente;Portugal
Labruja;Ponte de Lima;Viana do Castelo;Continente;Portugal
Poiares;Ponte de Lima;Viana do Castelo;Continente;Portugal
Refóios do Lima;Ponte de Lima;Viana do Castelo;Continente;Portugal
Ribeira;Ponte de Lima;Viana do Castelo;Continente;Portugal
Sá;Ponte de Lima;Viana do Castelo;Continente;Portugal
Santa Comba;Ponte de Lima;Viana do Castelo;Continente;Portugal
Santa Cruz do Lima;Ponte de Lima;Viana do Castelo;Continente;Portugal
Rebordões (Santa Maria);Ponte de Lima;Viana do Castelo;Continente;Portugal
Seara;Ponte de Lima;Viana do Castelo;Continente;Portugal
Serdedelo;Ponte de Lima;Viana do Castelo;Continente;Portugal
Rebordões (Souto);Ponte de Lima;Viana do Castelo;Continente;Portugal
Vitorino das Donas;Ponte de Lima;Viana do Castelo;Continente;Portugal
Arca e Ponte de Lima;Ponte de Lima;Viana do Castelo;Continente;Portugal
Ardegão, Freixo e Mato;Ponte de Lima;Viana do Castelo;Continente;Portugal
Associação de freguesias do Vale do Neiva;Ponte de Lima;Viana do Castelo;Continente;Portugal
Bárrio e Cepões;Ponte de Lima;Viana do Castelo;Continente;Portugal
Cabaços e Fojo Lobal;Ponte de Lima;Viana do Castelo;Continente;Portugal
Cabração e Moreira do Lima;Ponte de Lima;Viana do Castelo;Continente;Portugal
Fornelos e Queijada;Ponte de Lima;Viana do Castelo;Continente;Portugal
Labrujó, Rendufe e Vilar do Monte;Ponte de Lima;Viana do Castelo;Continente;Portugal
Navió e Vitorino dos Piães;Ponte de Lima;Viana do Castelo;Continente;Portugal
Boivão;Valença;Viana do Castelo;Continente;Portugal
Cerdal;Valença;Viana do Castelo;Continente;Portugal
Fontoura;Valença;Viana do Castelo;Continente;Portugal
Friestas;Valença;Viana do Castelo;Continente;Portugal
Ganfei;Valença;Viana do Castelo;Continente;Portugal
São Pedro da Torre;Valença;Viana do Castelo;Continente;Portugal
Verdoejo;Valença;Viana do Castelo;Continente;Portugal
União das freguesias de Gandra e Taião;Valença;Viana do Castelo;Continente;Portugal
União das freguesias de Gondomil e Sanfins;Valença;Viana do Castelo;Continente;Portugal
União das freguesias de São Julião e Silva;Valença;Viana do Castelo;Continente;Portugal
União das freguesias de Valença, Cristelo Covo e Arão;Valença;Viana do Castelo;Continente;Portugal
Afife;Viana do Castelo;Viana do Castelo;Continente;Portugal
Alvarães;Viana do Castelo;Viana do Castelo;Continente;Portugal
Amonde;Viana do Castelo;Viana do Castelo;Continente;Portugal
Anha;Viana do Castelo;Viana do Castelo;Continente;Portugal
Areosa;Viana do Castelo;Viana do Castelo;Continente;Portugal
Carreço;Viana do Castelo;Viana do Castelo;Continente;Portugal
Castelo do Neiva;Viana do Castelo;Viana do Castelo;Continente;Portugal
Darque;Viana do Castelo;Viana do Castelo;Continente;Portugal
Freixieiro de Soutelo;Viana do Castelo;Viana do Castelo;Continente;Portugal
Lanheses;Viana do Castelo;Viana do Castelo;Continente;Portugal
Montaria;Viana do Castelo;Viana do Castelo;Continente;Portugal
Mujães;Viana do Castelo;Viana do Castelo;Continente;Portugal
São Romão de Neiva;Viana do Castelo;Viana do Castelo;Continente;Portugal
Outeiro;Viana do Castelo;Viana do Castelo;Continente;Portugal
Perre;Viana do Castelo;Viana do Castelo;Continente;Portugal
Santa Marta de Portuzelo;Viana do Castelo;Viana do Castelo;Continente;Portugal
Vila Franca;Viana do Castelo;Viana do Castelo;Continente;Portugal
Vila de Punhe;Viana do Castelo;Viana do Castelo;Continente;Portugal
Chafé;Viana do Castelo;Viana do Castelo;Continente;Portugal
União das freguesias de Barroselas e Carvoeiro;Viana do Castelo;Viana do Castelo;Continente;Portugal
União das freguesias de Cardielos e Serreleis;Viana do Castelo;Viana do Castelo;Continente;Portugal
União das freguesias de Geraz do Lima (Santa Maria, Santa Leocádia e Moreira) e Deão;Viana do Castelo;Viana do Castelo;Continente;Portugal
União das freguesias de Mazarefes e Vila Fria;Viana do Castelo;Viana do Castelo;Continente;Portugal
União das freguesias de Nogueira, Meixedo e Vilar de Murteda;Viana do Castelo;Viana do Castelo;Continente;Portugal
União das freguesias de Subportela, Deocriste e Portela Susã;Viana do Castelo;Viana do Castelo;Continente;Portugal
União das freguesias de Torre e Vila Mou;Viana do Castelo;Viana do Castelo;Continente;Portugal
União das freguesias de Viana do Castelo (Santa Maria Maior e Monserrate) e Meadela;Viana do Castelo;Viana do Castelo;Continente;Portugal
Cornes;Vila Nova de Cerveira;Viana do Castelo;Continente;Portugal
Covas;Vila Nova de Cerveira;Viana do Castelo;Continente;Portugal
Gondarém;Vila Nova de Cerveira;Viana do Castelo;Continente;Portugal
Loivo;Vila Nova de Cerveira;Viana do Castelo;Continente;Portugal
Mentrestido;Vila Nova de Cerveira;Viana do Castelo;Continente;Portugal
Sapardos;Vila Nova de Cerveira;Viana do Castelo;Continente;Portugal
Sopo;Vila Nova de Cerveira;Viana do Castelo;Continente;Portugal
União das freguesias de Campos e Vila Meã;Vila Nova de Cerveira;Viana do Castelo;Continente;Portugal
União das freguesias de Candemil e Gondar;Vila Nova de Cerveira;Viana do Castelo;Continente;Portugal
União das freguesias de Reboreda e Nogueira;Vila Nova de Cerveira;Viana do Castelo;Continente;Portugal
União das freguesias de Vila Nova de Cerveira e Lovelhe;Vila Nova de Cerveira;Viana do Castelo;Continente;Portugal
Alijó;Alijó;Vila Real;Continente;Portugal
Favaios;Alijó;Vila Real;Continente;Portugal
Pegarinhos;Alijó;Vila Real;Continente;Portugal
Pinhão;Alijó;Vila Real;Continente;Portugal
Sanfins do Douro;Alijó;Vila Real;Continente;Portugal
Santa Eugénia;Alijó;Vila Real;Continente;Portugal
São Mamede de Ribatua;Alijó;Vila Real;Continente;Portugal
Vila Chã;Alijó;Vila Real;Continente;Portugal
Vila Verde;Alijó;Vila Real;Continente;Portugal
Vilar de Maçada;Alijó;Vila Real;Continente;Portugal
União das freguesias de Carlão e Amieiro;Alijó;Vila Real;Continente;Portugal
União das freguesias de Castedo e Cotas;Alijó;Vila Real;Continente;Portugal
União das freguesias de Pópulo e Ribalonga;Alijó;Vila Real;Continente;Portugal
União das freguesias de Vale de Mendiz, Casal de Loivos e Vilarinho de Cotas;Alijó;Vila Real;Continente;Portugal
Beça;Boticas;Vila Real;Continente;Portugal
Covas do Barroso;Boticas;Vila Real;Continente;Portugal
Dornelas;Boticas;Vila Real;Continente;Portugal
Pinho;Boticas;Vila Real;Continente;Portugal
Sapiãos;Boticas;Vila Real;Continente;Portugal
Alturas do Barroso e Cerdedo;Boticas;Vila Real;Continente;Portugal
Ardãos e Bobadela;Boticas;Vila Real;Continente;Portugal
Boticas e Granja;Boticas;Vila Real;Continente;Portugal
Codessoso, Curros e Fiães do Tâmega;Boticas;Vila Real;Continente;Portugal
Vilar e Viveiro;Boticas;Vila Real;Continente;Portugal
Águas Frias;Chaves;Vila Real;Continente;Portugal
Anelhe;Chaves;Vila Real;Continente;Portugal
Bustelo;Chaves;Vila Real;Continente;Portugal
Cimo de Vila da Castanheira;Chaves;Vila Real;Continente;Portugal
Curalha;Chaves;Vila Real;Continente;Portugal
Ervededo;Chaves;Vila Real;Continente;Portugal
Faiões;Chaves;Vila Real;Continente;Portugal
Lama de Arcos;Chaves;Vila Real;Continente;Portugal
Mairos;Chaves;Vila Real;Continente;Portugal
Moreiras;Chaves;Vila Real;Continente;Portugal
Nogueira da Montanha;Chaves;Vila Real;Continente;Portugal
Oura;Chaves;Vila Real;Continente;Portugal
Outeiro Seco;Chaves;Vila Real;Continente;Portugal
Paradela;Chaves;Vila Real;Continente;Portugal
Redondelo;Chaves;Vila Real;Continente;Portugal
Sanfins;Chaves;Vila Real;Continente;Portugal
Santa Leocádia;Chaves;Vila Real;Continente;Portugal
Santo António de Monforte;Chaves;Vila Real;Continente;Portugal
Santo Estêvão;Chaves;Vila Real;Continente;Portugal
São Pedro de Agostém;Chaves;Vila Real;Continente;Portugal
São Vicente;Chaves;Vila Real;Continente;Portugal
Tronco;Chaves;Vila Real;Continente;Portugal
Vale de Anta;Chaves;Vila Real;Continente;Portugal
Vila Verde da Raia;Chaves;Vila Real;Continente;Portugal
Vilar de Nantes;Chaves;Vila Real;Continente;Portugal
Vilarelho da Raia;Chaves;Vila Real;Continente;Portugal
Vilas Boas;Chaves;Vila Real;Continente;Portugal
Vilela Seca;Chaves;Vila Real;Continente;Portugal
Vilela do Tâmega;Chaves;Vila Real;Continente;Portugal
Santa Maria Maior;Chaves;Vila Real;Continente;Portugal
Planalto de Monforte (União das freguesias de Oucidres e Bobadela);Chaves;Vila Real;Continente;Portugal
União das freguesias da Madalena e Samaiões;Chaves;Vila Real;Continente;Portugal
União das freguesias das Eiras, São Julião de Montenegro e Cela;Chaves;Vila Real;Continente;Portugal
União das freguesias de Calvão e Soutelinho da Raia;Chaves;Vila Real;Continente;Portugal
União das freguesias de Loivos e Póvoa de Agrações;Chaves;Vila Real;Continente;Portugal
União das freguesias de Santa Cruz/Trindade e Sanjurge;Chaves;Vila Real;Continente;Portugal
União das freguesias de Soutelo e Seara Velha;Chaves;Vila Real;Continente;Portugal
União das freguesias de Travancas e Roriz;Chaves;Vila Real;Continente;Portugal
Vidago (União das freguesias de Vidago, Arcossó, Selhariz e Vilarinho das Paranheiras);Chaves;Vila Real;Continente;Portugal
Barqueiros;Mesão Frio;Vila Real;Continente;Portugal
Cidadelhe;Mesão Frio;Vila Real;Continente;Portugal
Oliveira;Mesão Frio;Vila Real;Continente;Portugal
Vila Marim;Mesão Frio;Vila Real;Continente;Portugal
Mesão Frio (Santo André);Mesão Frio;Vila Real;Continente;Portugal
Atei;Mondim de Basto;Vila Real;Continente;Portugal
Bilhó;Mondim de Basto;Vila Real;Continente;Portugal
São Cristóvão de Mondim de Basto;Mondim de Basto;Vila Real;Continente;Portugal
Vilar de Ferreiros;Mondim de Basto;Vila Real;Continente;Portugal
União das freguesias de Campanhó e Paradança;Mondim de Basto;Vila Real;Continente;Portugal
União das freguesias de Ermelo e Pardelhas;Mondim de Basto;Vila Real;Continente;Portugal
Cabril;Montalegre;Vila Real;Continente;Portugal
Cervos;Montalegre;Vila Real;Continente;Portugal
Chã;Montalegre;Vila Real;Continente;Portugal
Covelo do Gerês;Montalegre;Vila Real;Continente;Portugal
Ferral;Montalegre;Vila Real;Continente;Portugal
Gralhas;Montalegre;Vila Real;Continente;Portugal
Morgade;Montalegre;Vila Real;Continente;Portugal
Negrões;Montalegre;Vila Real;Continente;Portugal
Outeiro;Montalegre;Vila Real;Continente;Portugal
Pitões das Junias;Montalegre;Vila Real;Continente;Portugal
Reigoso;Montalegre;Vila Real;Continente;Portugal
Salto;Montalegre;Vila Real;Continente;Portugal
Santo André;Montalegre;Vila Real;Continente;Portugal
Sarraquinhos;Montalegre;Vila Real;Continente;Portugal
Solveira;Montalegre;Vila Real;Continente;Portugal
Tourém;Montalegre;Vila Real;Continente;Portugal
Vila da Ponte;Montalegre;Vila Real;Continente;Portugal
União das freguesias de Cambeses do Rio, Donões e Mourilhe;Montalegre;Vila Real;Continente;Portugal
União das freguesias de Meixedo e Padornelos;Montalegre;Vila Real;Continente;Portugal
União das freguesias de Montalegre e Padroso;Montalegre;Vila Real;Continente;Portugal
União das freguesias de Paradela, Contim e Fiães;Montalegre;Vila Real;Continente;Portugal
União das freguesias de Sezelhe e Covelães;Montalegre;Vila Real;Continente;Portugal
União das freguesias de Venda Nova e Pondras;Montalegre;Vila Real;Continente;Portugal
União das freguesias de Viade de Baixo e Fervidelas;Montalegre;Vila Real;Continente;Portugal
União das freguesias de Vilar de Perdizes e Meixide;Montalegre;Vila Real;Continente;Portugal
Candedo;Murça;Vila Real;Continente;Portugal
Fiolhoso;Murça;Vila Real;Continente;Portugal
Jou;Murça;Vila Real;Continente;Portugal
Murça;Murça;Vila Real;Continente;Portugal
Valongo de Milhais;Murça;Vila Real;Continente;Portugal
União das freguesias de Carva e Vilares;Murça;Vila Real;Continente;Portugal
União das freguesias de Noura e Palheiros;Murça;Vila Real;Continente;Portugal
Fontelas;Peso da Régua;Vila Real;Continente;Portugal
Loureiro;Peso da Régua;Vila Real;Continente;Portugal
Sedielos;Peso da Régua;Vila Real;Continente;Portugal
Vilarinho dos Freires;Peso da Régua;Vila Real;Continente;Portugal
União das freguesias de Galafura e Covelinhas;Peso da Régua;Vila Real;Continente;Portugal
União das freguesias de Moura Morta e Vinhós;Peso da Régua;Vila Real;Continente;Portugal
União das freguesias de Peso da Régua e Godim;Peso da Régua;Vila Real;Continente;Portugal
União das freguesias de Poiares e Canelas;Peso da Régua;Vila Real;Continente;Portugal
Alvadia;Ribeira de Pena;Vila Real;Continente;Portugal
Canedo;Ribeira de Pena;Vila Real;Continente;Portugal
Santa Marinha;Ribeira de Pena;Vila Real;Continente;Portugal
União das freguesias de Cerva e Limões;Ribeira de Pena;Vila Real;Continente;Portugal
União das freguesias de Ribeira de Pena (Salvador) e Santo Aleixo de Além-Tâmega;Ribeira de Pena;Vila Real;Continente;Portugal
Celeirós;Sabrosa;Vila Real;Continente;Portugal
Covas do Douro;Sabrosa;Vila Real;Continente;Portugal
Gouvinhas;Sabrosa;Vila Real;Continente;Portugal
Parada de Pinhão;Sabrosa;Vila Real;Continente;Portugal
Paços;Sabrosa;Vila Real;Continente;Portugal
Sabrosa;Sabrosa;Vila Real;Continente;Portugal
São Lourenço de Ribapinhão;Sabrosa;Vila Real;Continente;Portugal
Souto Maior;Sabrosa;Vila Real;Continente;Portugal
Torre do Pinhão;Sabrosa;Vila Real;Continente;Portugal
Vilarinho de São Romão;Sabrosa;Vila Real;Continente;Portugal
União das freguesias de Provesende, Gouvães do Douro e São Cristóvão do Douro;Sabrosa;Vila Real;Continente;Portugal
União das freguesias de São Martinho de Antas e Paradela de Guiães;Sabrosa;Vila Real;Continente;Portugal
Alvações do Corgo;Santa Marta de Penaguião;Vila Real;Continente;Portugal
Cumieira;Santa Marta de Penaguião;Vila Real;Continente;Portugal
Fontes;Santa Marta de Penaguião;Vila Real;Continente;Portugal
Medrões;Santa Marta de Penaguião;Vila Real;Continente;Portugal
Sever;Santa Marta de Penaguião;Vila Real;Continente;Portugal
União das freguesias de Lobrigos (São Miguel e São João Baptista) e Sanhoane;Santa Marta de Penaguião;Vila Real;Continente;Portugal
União das freguesias de Louredo e Fornelos;Santa Marta de Penaguião;Vila Real;Continente;Portugal
Água Revés e Crasto;Valpaços;Vila Real;Continente;Portugal
Algeriz;Valpaços;Vila Real;Continente;Portugal
Bouçoães;Valpaços;Vila Real;Continente;Portugal
Canaveses;Valpaços;Vila Real;Continente;Portugal
Ervões;Valpaços;Vila Real;Continente;Portugal
Fornos do Pinhal;Valpaços;Vila Real;Continente;Portugal
Friões;Valpaços;Vila Real;Continente;Portugal
Padrela e Tazem;Valpaços;Vila Real;Continente;Portugal
Possacos;Valpaços;Vila Real;Continente;Portugal
Rio Torto;Valpaços;Vila Real;Continente;Portugal
Santa Maria de Emeres;Valpaços;Vila Real;Continente;Portugal
Santa Valha;Valpaços;Vila Real;Continente;Portugal
Santiago da Ribeira de Alhariz;Valpaços;Vila Real;Continente;Portugal
São João da Corveira;Valpaços;Vila Real;Continente;Portugal
São Pedro de Veiga de Lila;Valpaços;Vila Real;Continente;Portugal
Serapicos;Valpaços;Vila Real;Continente;Portugal
Vales;Valpaços;Vila Real;Continente;Portugal
Vassal;Valpaços;Vila Real;Continente;Portugal
Veiga de Lila;Valpaços;Vila Real;Continente;Portugal
Vilarandelo;Valpaços;Vila Real;Continente;Portugal
Carrazedo de Montenegro e Curros;Valpaços;Vila Real;Continente;Portugal
Lebução, Fiães e Nozelos;Valpaços;Vila Real;Continente;Portugal
Sonim e Barreiros;Valpaços;Vila Real;Continente;Portugal
Tinhela e Alvarelhos;Valpaços;Vila Real;Continente;Portugal
Valpaços e Sanfins;Valpaços;Vila Real;Continente;Portugal
Alfarela de Jales;Vila Pouca de Aguiar;Vila Real;Continente;Portugal
Bornes de Aguiar;Vila Pouca de Aguiar;Vila Real;Continente;Portugal
Bragado;Vila Pouca de Aguiar;Vila Real;Continente;Portugal
Capeludos;Vila Pouca de Aguiar;Vila Real;Continente;Portugal
Soutelo de Aguiar;Vila Pouca de Aguiar;Vila Real;Continente;Portugal
Telões;Vila Pouca de Aguiar;Vila Real;Continente;Portugal
Tresminas;Vila Pouca de Aguiar;Vila Real;Continente;Portugal
Valoura;Vila Pouca de Aguiar;Vila Real;Continente;Portugal
Vila Pouca de Aguiar;Vila Pouca de Aguiar;Vila Real;Continente;Portugal
Vreia de Bornes;Vila Pouca de Aguiar;Vila Real;Continente;Portugal
Vreia de Jales;Vila Pouca de Aguiar;Vila Real;Continente;Portugal
Sabroso de Aguiar;Vila Pouca de Aguiar;Vila Real;Continente;Portugal
Alvão;Vila Pouca de Aguiar;Vila Real;Continente;Portugal
União das freguesias de Pensalvos e Parada de Monteiros;Vila Pouca de Aguiar;Vila Real;Continente;Portugal
Abaças;Vila Real;Vila Real;Continente;Portugal
Andrães;Vila Real;Vila Real;Continente;Portugal
Arroios;Vila Real;Vila Real;Continente;Portugal
Campeã;Vila Real;Vila Real;Continente;Portugal
Folhadela;Vila Real;Vila Real;Continente;Portugal
Guiães;Vila Real;Vila Real;Continente;Portugal
Lordelo;Vila Real;Vila Real;Continente;Portugal
Mateus;Vila Real;Vila Real;Continente;Portugal
Mondrões;Vila Real;Vila Real;Continente;Portugal
Parada de Cunhos;Vila Real;Vila Real;Continente;Portugal
Torgueda;Vila Real;Vila Real;Continente;Portugal
Vila Marim;Vila Real;Vila Real;Continente;Portugal
União das freguesias de Adoufe e Vilarinho de Samardã;Vila Real;Vila Real;Continente;Portugal
União das freguesias de Borbela e Lamas de Olo;Vila Real;Vila Real;Continente;Portugal
União das freguesias de Constantim e Vale de Nogueiras;Vila Real;Vila Real;Continente;Portugal
União das freguesias de Mouçós e Lamares;Vila Real;Vila Real;Continente;Portugal
União das freguesias de Nogueira e Ermida;Vila Real;Vila Real;Continente;Portugal
União das freguesias de Pena, Quintã e Vila Cova;Vila Real;Vila Real;Continente;Portugal
União das freguesias de São Tomé do Castelo e Justes;Vila Real;Vila Real;Continente;Portugal
Vila Real;Vila Real;Vila Real;Continente;Portugal
Aldeias;Armamar;Viseu;Continente;Portugal
Cimbres;Armamar;Viseu;Continente;Portugal
Folgosa;Armamar;Viseu;Continente;Portugal
Fontelo;Armamar;Viseu;Continente;Portugal
Queimada;Armamar;Viseu;Continente;Portugal
Queimadela;Armamar;Viseu;Continente;Portugal
Santa Cruz;Armamar;Viseu;Continente;Portugal
São Cosmado;Armamar;Viseu;Continente;Portugal
São Martinho das Chãs;Armamar;Viseu;Continente;Portugal
Vacalar;Armamar;Viseu;Continente;Portugal
Armamar;Armamar;Viseu;Continente;Portugal
União das freguesias de Aricera e Goujoim;Armamar;Viseu;Continente;Portugal
União das freguesias de São Romão e Santiago;Armamar;Viseu;Continente;Portugal
União das freguesias de Vila Seca e Santo Adrião;Armamar;Viseu;Continente;Portugal
Beijós;Carregal do Sal;Viseu;Continente;Portugal
Cabanas de Viriato;Carregal do Sal;Viseu;Continente;Portugal
Oliveira do Conde;Carregal do Sal;Viseu;Continente;Portugal
Parada;Carregal do Sal;Viseu;Continente;Portugal
Carregal do Sal;Carregal do Sal;Viseu;Continente;Portugal
Almofala;Castro Daire;Viseu;Continente;Portugal
Cabril;Castro Daire;Viseu;Continente;Portugal
Castro Daire;Castro Daire;Viseu;Continente;Portugal
Cujó;Castro Daire;Viseu;Continente;Portugal
Gosende;Castro Daire;Viseu;Continente;Portugal
Mões;Castro Daire;Viseu;Continente;Portugal
Moledo;Castro Daire;Viseu;Continente;Portugal
Monteiras;Castro Daire;Viseu;Continente;Portugal
Pepim;Castro Daire;Viseu;Continente;Portugal
Pinheiro;Castro Daire;Viseu;Continente;Portugal
São Joaninho;Castro Daire;Viseu;Continente;Portugal
União das freguesias de Mamouros, Alva e Ribolhos;Castro Daire;Viseu;Continente;Portugal
União das freguesias de Mezio e Moura Morta;Castro Daire;Viseu;Continente;Portugal
União das freguesias de Parada de Ester e Ester;Castro Daire;Viseu;Continente;Portugal
União das freguesias de Picão e Ermida;Castro Daire;Viseu;Continente;Portugal
União das freguesias de Reriz e Gafanhão;Castro Daire;Viseu;Continente;Portugal
Cinfães;Cinfães;Viseu;Continente;Portugal
Espadanedo;Cinfães;Viseu;Continente;Portugal
Ferreiros de Tendais;Cinfães;Viseu;Continente;Portugal
Fornelos;Cinfães;Viseu;Continente;Portugal
Moimenta;Cinfães;Viseu;Continente;Portugal
Nespereira;Cinfães;Viseu;Continente;Portugal
Oliveira do Douro;Cinfães;Viseu;Continente;Portugal
Santiago de Piães;Cinfães;Viseu;Continente;Portugal
São Cristóvão de Nogueira;Cinfães;Viseu;Continente;Portugal
Souselo;Cinfães;Viseu;Continente;Portugal
Tarouquela;Cinfães;Viseu;Continente;Portugal
Tendais;Cinfães;Viseu;Continente;Portugal
Travanca;Cinfães;Viseu;Continente;Portugal
União das freguesias de Alhões, Bustelo, Gralheira e Ramires;Cinfães;Viseu;Continente;Portugal
Avões;Lamego;Viseu;Continente;Portugal
Britiande;Lamego;Viseu;Continente;Portugal
Cambres;Lamego;Viseu;Continente;Portugal
Ferreirim;Lamego;Viseu;Continente;Portugal
Ferreiros de Avões;Lamego;Viseu;Continente;Portugal
Figueira;Lamego;Viseu;Continente;Portugal
Lalim;Lamego;Viseu;Continente;Portugal
Lazarim;Lamego;Viseu;Continente;Portugal
Penajóia;Lamego;Viseu;Continente;Portugal
Penude;Lamego;Viseu;Continente;Portugal
Samodães;Lamego;Viseu;Continente;Portugal
Sande;Lamego;Viseu;Continente;Portugal
Várzea de Abrunhais;Lamego;Viseu;Continente;Portugal
Vila Nova de Souto d'El-Rei;Lamego;Viseu;Continente;Portugal
Lamego (Almacave e Sé);Lamego;Viseu;Continente;Portugal
União das freguesias de Bigorne, Magueija e Pretarouca;Lamego;Viseu;Continente;Portugal
União das freguesias de Cepões, Meijinhos e Melcões;Lamego;Viseu;Continente;Portugal
União das freguesias de Parada do Bispo e Valdigem;Lamego;Viseu;Continente;Portugal
Abrunhosa-a-Velha;Mangualde;Viseu;Continente;Portugal
Alcafache;Mangualde;Viseu;Continente;Portugal
Cunha Baixa;Mangualde;Viseu;Continente;Portugal
Espinho;Mangualde;Viseu;Continente;Portugal
Fornos de Maceira Dão;Mangualde;Viseu;Continente;Portugal
Freixiosa;Mangualde;Viseu;Continente;Portugal
Quintela de Azurara;Mangualde;Viseu;Continente;Portugal
São João da Fresta;Mangualde;Viseu;Continente;Portugal
União das freguesias de Mangualde, Mesquitela e Cunha Alta;Mangualde;Viseu;Continente;Portugal
União das freguesias de Moimenta de Maceira Dão e Lobelhe do Mato;Mangualde;Viseu;Continente;Portugal
União das freguesias de Santiago de Cassurrães e Póvoa de Cervães;Mangualde;Viseu;Continente;Portugal
União das freguesias de Tavares (Chãs, Várzea e Travanca);Mangualde;Viseu;Continente;Portugal
Alvite;Moimenta da Beira;Viseu;Continente;Portugal
Arcozelos;Moimenta da Beira;Viseu;Continente;Portugal
Baldos;Moimenta da Beira;Viseu;Continente;Portugal
Cabaços;Moimenta da Beira;Viseu;Continente;Portugal
Caria;Moimenta da Beira;Viseu;Continente;Portugal
Castelo;Moimenta da Beira;Viseu;Continente;Portugal
Leomil;Moimenta da Beira;Viseu;Continente;Portugal
Moimenta da Beira;Moimenta da Beira;Viseu;Continente;Portugal
Passô;Moimenta da Beira;Viseu;Continente;Portugal
Vila da Rua;Moimenta da Beira;Viseu;Continente;Portugal
Sarzedo;Moimenta da Beira;Viseu;Continente;Portugal
Sever;Moimenta da Beira;Viseu;Continente;Portugal
Vilar;Moimenta da Beira;Viseu;Continente;Portugal
União das freguesias de Paradinha e Nagosa;Moimenta da Beira;Viseu;Continente;Portugal
União das freguesias de Pêra Velha, Aldeia de Nacomba e Ariz;Moimenta da Beira;Viseu;Continente;Portugal
União das freguesias de Peva e Segões;Moimenta da Beira;Viseu;Continente;Portugal
Cercosa;Mortágua;Viseu;Continente;Portugal
Espinho;Mortágua;Viseu;Continente;Portugal
Marmeleira;Mortágua;Viseu;Continente;Portugal
Pala;Mortágua;Viseu;Continente;Portugal
Sobral;Mortágua;Viseu;Continente;Portugal
Trezói;Mortágua;Viseu;Continente;Portugal
União das freguesias de Mortágua, Vale de Remígio, Cortegaça e Almaça;Mortágua;Viseu;Continente;Portugal
Canas de Senhorim;Nelas;Viseu;Continente;Portugal
Nelas;Nelas;Viseu;Continente;Portugal
Senhorim;Nelas;Viseu;Continente;Portugal
Vilar Seco;Nelas;Viseu;Continente;Portugal
Lapa do Lobo;Nelas;Viseu;Continente;Portugal
União das freguesias de Carvalhal Redondo e Aguieira;Nelas;Viseu;Continente;Portugal
União das freguesias de Santar e Moreira;Nelas;Viseu;Continente;Portugal
Arcozelo das Maias;Oliveira de Frades;Viseu;Continente;Portugal
Pinheiro;Oliveira de Frades;Viseu;Continente;Portugal
Ribeiradio;Oliveira de Frades;Viseu;Continente;Portugal
São João da Serra;Oliveira de Frades;Viseu;Continente;Portugal
São Vicente de Lafões;Oliveira de Frades;Viseu;Continente;Portugal
União das freguesias de Arca e Varzielas;Oliveira de Frades;Viseu;Continente;Portugal
União das freguesias de Destriz e Reigoso;Oliveira de Frades;Viseu;Continente;Portugal
União das freguesias de Oliveira de Frades, Souto de Lafões e Sejães;Oliveira de Frades;Viseu;Continente;Portugal
Castelo de Penalva;Penalva do Castelo;Viseu;Continente;Portugal
Esmolfe;Penalva do Castelo;Viseu;Continente;Portugal
Germil;Penalva do Castelo;Viseu;Continente;Portugal
Ínsua;Penalva do Castelo;Viseu;Continente;Portugal
Lusinde;Penalva do Castelo;Viseu;Continente;Portugal
